Date,Tourney,Winner_name,Loser_name,Mrkt_Open_Time,W_MrkOp_odds,L_MrkOp_odds,Mrkt_Cls_Time,W_MrkCl_odds,L_MrkCl_odds,Curr_Mrkt_Time,W_Max_odds,Curr_Mrkt_Time,L_Max_odds
20160725,Canada Masters,Dennis Novikov,Federico Delbonis,20160725 1112,2.08,1.93,20160726 1505,2.54,1.65,20160726 1505,2.54,20160725 1112,1.93
20160725,Canada Masters,Kevin Anderson,Viktor Troicki,20160724 1823,1.51,2.96,20160725 1504,1.66,2.5,20160725 1504,1.66,20160725 0023,3.0
20160725,Canada Masters,Steven Diez,Kyle Edmund,20160725 0946,7.2,1.16,20160725 1406,7.2,1.17,20160725 1124,7.4,20160725 1108,1.17
20160725,Canada Masters,Bernard Tomic,Alejandro Gonzalez,20160725 0336,1.17,7.0,20160725 1932,1.13,9.0,20160725 0336,1.17,20160725 1016,10.0
20160725,Canada Masters,Jack Sock,Denis Kudla,20160724 0854,1.25,5.1,20160725 2122,1.21,5.7,20160724 1903,1.27,20160725 0727,6.0
20160725,Canada Masters,Donald Young,Alexandr Dolgopolov,20160724 0135,2.52,1.65,20160726 1829,2.5,1.67,20160725 2039,2.84,20160726 1829,1.67
20160725,Canada Masters,Mikhail Youzhny,Stephane Robert,20160724 1325,1.86,2.16,20160725 1905,1.85,2.14,20160725 1655,1.93,20160725 0149,2.4
20160718,Gstaad,Feliciano Lopez,Robin Haase,20160723 2052,1.59,2.68,20160724 0937,1.71,2.38,20160724 0846,1.75,20160723 2052,2.68
20160718,Gstaad,Feliciano Lopez,Dustin Brown,20160722 1901,1.64,2.56,20160723 0937,1.66,2.52,20160723 0930,1.67,20160723 0655,2.8
20160718,Gstaad,Robin Haase,Paul Henri Mathieu,20160723 0557,2.32,1.73,20160723 1402,2.24,1.8,20160723 0950,2.48,20160723 1316,1.81
20160718,Gstaad,Feliciano Lopez,Elias Ymer,20160720 2051,1.37,3.75,20160722 1041,1.33,3.95,20160720 2051,1.37,20160722 0700,4.3
20160718,Gstaad,Dustin Brown,Mikhail Youzhny,20160721 1319,1.2,6.0,20160722 1001,1.82,2.22,20160721 1320,1.9,20160721 1319,6.0
20160718,Gstaad,Robin Haase,Thiago Monteiro,20160722 1052,1.5,3.0,20160722 1316,1.85,2.16,20160722 1247,1.87,20160722 1052,3.0
20160718,Gstaad,Feliciano Lopez,Jan Mertl,20160719 1141,1.15,7.8,20160720 0953,1.11,10.0,20160719 1141,1.15,20160720 0532,10.0
20160718,Gstaad,Elias Ymer,Konstantin Kravchuk,20160719 2039,1.4,3.45,20160720 1027,1.46,3.15,20160720 0939,1.56,20160720 0611,3.5
20160718,Gstaad,Dustin Brown,Thomaz Bellucci,20160806 0951,2.3,1.76,20160807 1345,2.32,1.71,20160807 1115,2.54,20160806 0951,1.76
20160718,Gstaad,Mikhail Youzhny,Mirza Basic,20160720 2207,1.28,4.7,20160721 1016,1.3,4.5,20160721 1016,1.3,20160721 0334,5.4
20160718,Gstaad,Robin Haase,Horacio Zeballos,20160720 1235,1.87,2.14,20160721 1250,1.89,2.12,20160721 1143,1.95,20160721 0319,2.26
20160718,Gstaad,Thiago Monteiro,Gilles Simon,20160718 2155,4.5,1.28,20160721 1521,3.75,1.37,20160718 2155,4.5,20160719 0831,1.37
20160718,Gstaad,Jan Mertl,Yann Marti,20160717 1928,2.38,1.72,20160718 1058,2.64,1.6,20160718 1033,2.9,20160718 0612,1.8
20160718,Gstaad,Elias Ymer,Daniel Brands,20160717 2123,1.76,2.32,20160718 0838,1.69,2.44,20160718 0609,1.8,20160718 0835,2.62
20160718,Gstaad,Konstantin Kravchuk,Guido Pella,20160718 0515,8.6,1.13,20160719 1045,9.4,1.12,20160719 0853,9.4,20160718 1917,1.15
20160718,Gstaad,Dustin Brown,Juan Monaco,20160717 1539,3.25,1.45,20160719 1546,2.94,1.52,20160719 0701,3.45,20160719 1546,1.52
20160718,Gstaad,Mikhail Youzhny,Johan Nikles,20160717 1623,1.1,12.0,20160718 1329,1.06,19.5,20160717 1623,1.1,20160718 1329,19.5
20160718,Gstaad,Henri Laaksonen,Jozef Kovalik,20160718 2355,2.66,1.6,20160719 1308,2.62,1.61,20160719 1140,2.82,20160719 1245,1.64
20160718,Gstaad,Tristan Lamasine,Radu Albot,20160718 0017,3.65,1.37,20160719 0932,3.4,1.42,20160718 0017,3.65,20160719 0928,1.42
20160718,Gstaad,Robin Haase,Thiemo De Bakker,20160718 1037,1.57,2.74,20160719 0922,1.65,2.5,20160719 0622,1.7,20160718 1037,2.74
20160718,Gstaad,Thiago Monteiro,Antoine Bellier,20160718 1314,1.08,15.5,20160718 1425,1.08,13.0,20160718 1314,1.08,20160718 1314,15.5
20160718,Kitzbuhel,Paolo Lorenzi,Nikoloz Basilashvili,20160722 2001,1.97,2.02,20160723 1103,1.86,2.16,20160722 2046,1.99,20160723 1055,2.2
20160718,Kitzbuhel,Paolo Lorenzi,Gerald Melzer,20160721 2049,1.97,2.04,20160722 1232,2.0,1.99,20160722 1139,2.12,20160721 2049,2.04
20160718,Kitzbuhel,Nikoloz Basilashvili,Dusan Lajovic,20160721 2128,2.88,1.54,20160722 1102,2.88,1.52,20160722 0915,3.05,20160722 0732,1.56
20160718,Kitzbuhel,Gerald Melzer,Jurgen Melzer,20160720 2305,2.24,1.8,20160721 1522,2.18,1.84,20160721 1326,2.26,20160721 0902,1.92
20160718,Kitzbuhel,Paolo Lorenzi,Jan Lennard Struff,20160721 0615,2.06,1.94,20160721 1202,2.02,1.98,20160721 0811,2.1,20160721 1022,2.04
20160718,Kitzbuhel,Nikoloz Basilashvili,Adam Pavlasek,20160720 1912,2.26,1.79,20160721 0933,2.32,1.76,20160721 0815,2.38,20160720 1912,1.79
20160718,Kitzbuhel,Dusan Lajovic,Karen Khachanov,20160720 2125,2.0,2.0,20160721 0928,1.88,2.12,20160720 2125,2.0,20160721 0556,2.22
20160718,Kitzbuhel,Jurgen Melzer,Dominic Thiem,20160719 1904,9.2,1.12,20160720 1531,12.0,1.1,20160720 0034,12.0,20160719 1904,1.12
20160718,Kitzbuhel,Paolo Lorenzi,Roberto Carballes Baena,20160719 1610,1.7,2.44,20160720 0909,1.9,2.1,20160720 0855,1.9,20160719 1610,2.44
20160718,Kitzbuhel,Nikoloz Basilashvili,Igor Sijsling,20160719 1407,1.57,2.62,20160720 0906,1.85,2.14,20160720 0906,1.85,20160719 1407,2.62
20160718,Kitzbuhel,Adam Pavlasek,Marcel Granollers,20160719 2339,2.84,1.54,20160720 1039,2.66,1.58,20160719 2339,2.84,20160720 1024,1.62
20160718,Kitzbuhel,Dusan Lajovic,Mischa Zverev,20160719 1842,1.66,2.5,20160720 1201,1.65,2.54,20160719 1842,1.66,20160720 1042,2.6
20160718,Kitzbuhel,Karen Khachanov,Philipp Kohlschreiber,20160718 1855,6.6,1.18,20160720 1355,2.22,1.84,20160720 0745,7.8,20160720 1355,1.84
20160718,Kitzbuhel,Jurgen Melzer,Taro Daniel,20160718 2331,2.8,1.55,20160719 1358,2.76,1.57,20160719 0702,2.94,20160719 1242,1.6
20160718,Kitzbuhel,Gerald Melzer,Albert Montanes,20160718 2123,2.34,1.73,20160719 0957,2.28,1.75,20160718 2341,2.58,20160719 0621,1.82
20160718,Kitzbuhel,Roberto Carballes Baena,Dennis Novak,20160718 2326,1.44,3.25,20160719 1226,1.46,3.15,20160719 1226,1.46,20160719 1132,3.4
20160718,Kitzbuhel,Daniel Munoz De La Nava,Michael Berrer,20160718 0855,1.81,2.24,20160718 1157,1.79,2.22,20160718 0954,1.84,20160718 1146,2.32
20160718,Kitzbuhel,Nikoloz Basilashvili,Lukas Rosol,20160719 0607,2.68,1.59,20160719 1019,2.76,1.57,20160719 0912,2.8,20160719 0725,1.6
20160718,Kitzbuhel,Igor Sijsling,Kenny De Schepper,20160718 0523,1.83,2.2,20160718 0929,1.91,2.08,20160718 0907,1.99,20160718 0523,2.2
20160718,Kitzbuhel,Adam Pavlasek,Maximo Gonzalez,20160718 0940,2.06,1.94,20160719 0939,1.97,1.99,20160718 2219,2.26,20160719 0939,1.99
20160718,Kitzbuhel,Dusan Lajovic,Rogerio Dutra Silva,20160718 1202,1.52,2.92,20160719 1240,1.55,2.82,20160719 1233,1.55,20160719 0940,3.15
20160718,Kitzbuhel,Mischa Zverev,Facundo Bagnis,20160717 2204,2.34,1.74,20160718 1534,2.72,1.58,20160718 1510,2.76,20160718 0334,1.78
20160718,Kitzbuhel,Karen Khachanov,Filippo Volandri,20160718 0126,1.56,2.82,20160718 1041,1.75,2.34,20160718 1041,1.75,20160718 0126,2.82
20160718,Umag,Fabio Fognini,Andrej Martin,20160724 0505,1.27,4.7,20160724 1813,1.27,4.9,20160724 0505,1.27,20160724 1101,5.4
20160718,Umag,Fabio Fognini,Gastao Elias,20160722 2324,1.54,2.84,20160723 1807,1.47,3.1,20160722 2324,1.54,20160723 1732,3.15
20160718,Umag,Andrej Martin,Carlos Berlocq,20160722 2145,3.4,1.42,20160723 1536,3.65,1.38,20160723 1005,3.7,20160722 2145,1.42
20160718,Umag,Gastao Elias,Pablo Carreno Busta,20160721 2150,3.25,1.44,20160722 1435,3.4,1.41,20160722 1227,3.6,20160722 0025,1.45
20160718,Umag,Fabio Fognini,Damir Dzumhur,20160721 1927,1.6,2.68,20160722 1730,1.54,2.84,20160721 1927,1.6,20160722 0957,2.94
20160718,Umag,Carlos Berlocq,Jeremy Chardy,20160721 1816,2.3,1.76,20160722 1537,2.38,1.73,20160722 0410,2.46,20160721 1816,1.76
20160718,Umag,Andrej Martin,Joao Sousa,20160729 0536,1.73,2.38,20160729 1013,1.78,2.34,20160729 0950,1.81,20160729 0536,2.38
20160718,Umag,Gastao Elias,Pablo Cuevas,20160721 0413,5.4,1.23,20160721 1534,5.7,1.22,20160721 1524,5.8,20160721 0413,1.23
20160718,Umag,Pablo Carreno Busta,Teymuraz Gabashvili,20160720 1914,1.41,3.25,20160721 1459,1.53,2.92,20160721 1459,1.53,20160721 0549,3.4
20160718,Umag,Fabio Fognini,Renzo Olivo,20160720 1031,1.33,4.0,20160720 1803,1.38,3.7,20160720 1803,1.38,20160720 1344,4.3
20160718,Umag,Damir Dzumhur,Thomas Fabbiano,20160720 0718,1.4,3.5,20160720 1645,1.34,4.0,20160720 0718,1.4,20160720 1627,4.1
20160718,Umag,Carlos Berlocq,Jiri Vesely,20160720 0001,2.3,1.76,20160720 1514,2.22,1.81,20160720 0944,2.4,20160720 0753,1.81
20160718,Umag,Jeremy Chardy,Nikola Cacic,20160719 0102,1.14,8.2,20160720 1533,1.13,8.0,20160719 2037,1.18,20160720 0809,11.0
20160718,Umag,Andrej Martin,Martin Klizan,20160719 2305,4.4,1.3,20160721 1252,4.9,1.25,20160720 1926,5.0,20160719 2305,1.3
20160718,Umag,Joao Sousa,Leonardo Mayer,20160719 1605,1.87,2.14,20160721 1812,2.0,2.0,20160721 0643,2.06,20160720 1856,2.28
20160718,Umag,Teymuraz Gabashvili,Nino Serdarusic,20160719 1352,1.1,11.5,20160719 1352,1.1,11.5,20160719 1352,1.1,20160719 1352,11.5
20160718,Umag,Pablo Carreno Busta,Andreas Seppi,20160718 2027,1.74,2.34,20160719 1902,1.63,2.6,20160718 2104,1.81,20160719 1804,2.72
20160718,Umag,Renzo Olivo,Andre Ghem,20160717 2206,1.44,3.25,20160719 1920,1.45,3.05,20160719 1736,1.53,20160719 0656,3.45
20160718,Umag,Thomas Fabbiano,Franco Skugor,20160719 0452,2.12,1.88,20160719 1754,2.38,1.76,20160719 1504,2.46,20160719 0452,1.88
20160718,Umag,Damir Dzumhur,Nicolas Almagro,20160718 1840,3.3,1.43,20160719 1529,3.35,1.43,20160719 0549,3.45,20160719 1429,1.44
20160718,Umag,Jiri Vesely,Michael Linzer,20160717 1830,1.24,5.2,20160719 1710,1.17,6.8,20160717 1830,1.24,20160719 1412,6.8
20160718,Umag,Carlos Berlocq,Filip Krajinovic,20160717 1744,1.48,3.1,20160719 1736,1.45,3.2,20160717 1744,1.48,20160719 1443,3.85
20160718,Umag,Nikola Cacic,Aljaz Bedene,20160717 1708,5.7,1.22,20160718 1525,10.5,1.1,20160718 0840,12.0,20160717 1708,1.22
20160718,Umag,Andrej Martin,Sergiy Stakhovsky,20160717 1750,2.14,1.88,20160719 1447,2.14,1.88,20160717 1750,2.14,20160719 0356,2.2
20160718,Umag,Leonardo Mayer,Nikola Mektic,20160717 2305,1.34,3.9,20160718 1752,1.33,4.1,20160718 1641,1.35,20160718 1011,4.3
20160718,Washington,Gael Monfils,Ivo Karlovic,20160724 0756,1.54,2.82,20160724 1903,1.53,2.86,20160724 0923,1.57,20160724 0818,2.94
20160718,Washington,Ivo Karlovic,Steve Johnson,20160723 0703,2.26,1.79,20160723 1804,2.34,1.73,20160723 1719,2.58,20160723 0703,1.79
20160718,Washington,Gael Monfils,Alexander Zverev,20160723 0757,1.57,2.76,20160723 2307,1.57,2.72,20160723 2246,1.59,20160723 1948,2.82
20160718,Washington,Steve Johnson,John Isner,20160722 0559,2.72,1.58,20160722 1910,2.92,1.52,20160722 1902,3.0,20160722 0608,1.66
20160718,Washington,Ivo Karlovic,Jack Sock,20160722 0348,2.2,1.82,20160722 1707,2.1,1.94,20160722 1049,2.44,20160722 1657,1.95
20160718,Washington,Alexander Zverev,Benoit Paire,20160722 1509,1.6,2.66,20160723 0052,1.55,2.8,20160722 1853,1.61,20160722 2111,2.94
20160718,Washington,Gael Monfils,Sam Querrey,20160722 0732,1.71,2.4,20160722 2304,1.55,2.82,20160722 0732,1.71,20160722 1838,2.9
20160718,Washington,John Isner,Marcos Baghdatis,20160721 0900,1.39,3.55,20160721 2132,1.29,4.4,20160721 1154,1.43,20160721 2132,4.4
20160718,Washington,Steve Johnson,Ryan Harrison,20160721 1218,1.28,4.6,20160721 2007,1.34,3.9,20160721 2002,1.35,20160721 1218,4.6
20160718,Washington,Ivo Karlovic,Bernard Tomic,20160721 0919,2.34,1.75,20160721 2011,2.34,1.75,20160721 1724,2.42,20160721 1959,1.81
20160718,Washington,Jack Sock,Daniel Evans,20160721 0859,1.36,3.75,20160721 2135,1.4,3.4,20160721 2135,1.4,20160721 0924,4.2
20160718,Washington,Alexander Zverev,Malek Jaziri,20160721 1016,1.28,4.5,20160721 2302,1.27,4.6,20160721 1016,1.28,20160721 1322,4.8
20160718,Washington,Benoit Paire,Gilles Muller,20160721 0501,3.0,1.49,20160722 0150,2.8,1.56,20160721 0539,3.1,20160721 2116,2.0
20160718,Washington,Sam Querrey,Alexandr Dolgopolov,20160720 0920,1.75,2.32,20160722 0018,1.61,2.64,20160720 0920,1.75,20160720 2113,2.78
20160718,Washington,Gael Monfils,Borna Coric,20160721 0920,1.49,3.05,20160721 2249,1.46,3.15,20160721 1038,1.51,20160721 1335,3.35
20160718,Washington,John Isner,James Duckworth,20160720 0654,1.2,6.0,20160720 2330,1.17,6.6,20160720 0654,1.2,20160720 2044,6.8
20160718,Washington,Marcos Baghdatis,John Millman,20160719 2140,1.59,2.7,20160721 0120,1.65,2.5,20160721 0120,1.65,20160720 1005,2.9
20160718,Washington,Ryan Harrison,Viktor Troicki,20160720 0728,2.7,1.59,20160720 2024,2.46,1.63,20160720 1024,2.74,20160720 2009,1.68
20160718,Washington,Steve Johnson,Adrian Mannarino,20160719 1439,1.56,2.76,20160720 0148,1.6,2.68,20160719 2311,1.64,20160719 1439,2.76
20160718,Washington,Bernard Tomic,Donald Young,20160720 1522,1.63,2.6,20160721 0116,1.63,2.6,20160720 1926,1.73,20160720 1653,2.76
20160718,Washington,Ivo Karlovic,Brian Baker,20160720 1852,1.47,3.1,20160720 2254,1.48,3.1,20160720 2235,1.53,20160720 2102,3.25
20160718,Washington,Daniel Evans,Grigor Dimitrov,20160719 1542,4.2,1.32,20160719 2209,3.8,1.35,20160719 1717,4.3,20160719 2158,1.37
20160718,Washington,Jack Sock,Lukas Lacko,20160720 1046,1.27,4.7,20160720 2313,1.25,5.0,20160720 1046,1.27,20160720 1823,5.2
20160718,Washington,Alexander Zverev,Taylor Harry Fritz,20160719 1606,1.5,3.0,20160720 2100,1.56,2.74,20160720 2052,1.59,20160719 2250,3.1
20160718,Washington,Malek Jaziri,Kevin Anderson,20160720 0728,3.5,1.4,20160720 2104,4.2,1.31,20160720 2056,4.4,20160720 0728,1.4
20160718,Washington,Gilles Muller,Yoshihito Nishioka,20160720 1042,1.5,3.0,20160720 2002,1.5,3.0,20160720 1512,1.53,20160720 1042,3.0
20160718,Washington,Benoit Paire,Jared Donaldson,20160719 0852,1.56,2.8,20160720 0011,1.7,2.24,20160719 2326,1.76,20160719 0852,2.8
20160718,Washington,Sam Querrey,Bjorn Fratangelo,20160719 1435,1.31,4.1,20160719 2340,1.31,4.2,20160719 1435,1.31,20160719 1436,4.5
20160718,Washington,Alexandr Dolgopolov,Jordan Thompson,20160719 0852,1.37,3.75,20160719 2159,1.38,3.7,20160719 2135,1.39,20160719 1156,4.2
20160718,Washington,Borna Coric,Yuichi Sugita,20160720 0013,1.31,4.2,20160721 0026,1.27,4.7,20160720 0013,1.31,20160720 1710,4.8
20160718,Washington,Gael Monfils,Yen Hsun Lu,20160720 1401,1.53,2.88,20160720 2229,1.5,3.0,20160720 1403,1.54,20160720 2140,3.15
20160718,Washington,James Duckworth,Tim Smyczek,20160718 0947,2.0,2.0,20160718 2016,2.02,1.98,20160718 1135,2.04,20160718 1748,2.12
20160718,Washington,John Millman,Denis Kudla,20160716 2357,1.67,2.5,20160719 0001,1.71,2.4,20160718 1522,2.0,20160716 2357,2.5
20160718,Washington,Ryan Harrison,Stephane Robert,20160718 1655,1.78,2.28,20160719 1948,1.73,2.38,20160719 1332,1.81,20160719 1900,2.4
20160718,Washington,Adrian Mannarino,Francis Tiafoe,20160717 2010,1.43,3.3,20160719 0141,1.4,3.55,20160717 2141,1.47,20160719 0141,3.55
20160718,Washington,Brian Baker,Samuel Groth,20160718 1122,2.32,1.75,20160719 1957,2.48,1.67,20160719 1816,2.58,20160719 0920,1.84
20160718,Washington,Daniel Evans,Benjamin Becker,20160717 2255,1.94,2.08,20160718 2241,1.8,2.26,20160717 2309,2.04,20160718 2019,2.32
20160718,Washington,Lukas Lacko,Denis Shapovalov,20160717 1324,1.32,3.9,20160719 2118,1.36,3.8,20160719 1441,1.4,20160717 1432,4.4
20160718,Washington,Taylor Harry Fritz,Dudi Sela,20160717 0648,1.85,2.16,20160719 0129,1.56,2.74,20160717 0648,1.85,20160719 0129,2.74
20160718,Washington,Malek Jaziri,Reilly Opelka,20160717 1338,1.33,4.1,20160719 1527,1.34,3.95,20160719 1527,1.34,20160717 1338,4.1
20160718,Washington,Yoshihito Nishioka,Ivan Dodig,20160718 0856,2.24,1.81,20160719 1958,2.16,1.81,20160719 1632,2.4,20160719 1814,1.89
20160718,Washington,Jared Donaldson,Vincent Millot,20160718 0837,1.78,1.96,20160718 2137,1.81,2.18,20160718 1218,1.92,20160718 1833,2.3
20160718,Washington,Bjorn Fratangelo,Alex Kuznetsov,20160718 0046,1.48,2.98,20160718 2223,1.71,2.4,20160718 2213,1.72,20160718 1134,3.0
20160718,Washington,Yuichi Sugita,Vasek Pospisil,20160717 1938,3.3,1.43,20160719 0044,3.35,1.42,20160718 1729,3.5,20160718 0942,1.47
20160711,Bastad,Fernando Verdasco,Gastao Elias,20160715 2155,1.25,5.0,20160716 1629,1.32,4.1,20160716 1629,1.32,20160716 1435,5.2
20160711,Bastad,David Ferrer,Dustin Brown,20160714 1834,1.25,5.0,20160715 1318,1.24,5.1,20160714 1834,1.25,20160715 0638,6.0
20160711,Bastad,Fernando Verdasco,Facundo Bagnis,20160714 2111,1.26,4.7,20160715 1151,1.27,4.9,20160715 0417,1.27,20160715 0900,5.3
20160711,Bastad,Gastao Elias,Joao Sousa,20160714 2111,2.68,1.59,20160715 1522,2.62,1.61,20160715 1227,2.86,20160715 1516,1.65
20160711,Bastad,David Ferrer,Calvin Hemery,20160714 0434,1.07,17.0,20160714 1107,1.05,18.5,20160714 0434,1.07,20160714 0651,21.0
20160711,Bastad,Dustin Brown,Aljaz Bedene,20160713 0608,2.86,1.53,20160714 0818,2.66,1.6,20160713 0608,2.86,20160713 1202,1.61
20160711,Bastad,Andrea Arnaboldi,Evgeny Donskoy,20160712 1554,2.86,1.53,20160713 1444,2.5,1.65,20160712 1554,2.86,20160712 2353,1.9
20160711,Bastad,Fernando Verdasco,Albert Montanes,20160713 0813,1.29,4.4,20160713 1310,1.27,4.8,20160713 0957,1.31,20160713 1239,4.8
20160711,Bastad,Facundo Bagnis,Marcel Granollers,20160712 2208,2.9,1.53,20160713 0906,3.05,1.48,20160713 0851,3.15,20160712 2208,1.53
20160711,Bastad,Gastao Elias,Taro Daniel,20160713 1108,1.9,2.1,20160714 1456,1.98,2.06,20160713 1950,2.12,20160713 1108,2.1
20160711,Bastad,Joao Sousa,Carl Soderlund,20160714 0737,1.1,11.0,20160714 1340,1.09,11.0,20160714 0737,1.1,20160714 1101,12.5
20160711,Bastad,Calvin Hemery,Tristan Lamasine,20160711 2350,2.54,1.65,20160712 0859,2.34,1.74,20160711 2350,2.54,20160712 0605,1.79
20160711,Bastad,Dustin Brown,Daniel Munoz De La Nava,20160711 2352,1.4,3.5,20160712 1057,1.43,3.35,20160712 0627,1.49,20160711 2352,3.5
20160711,Bastad,Aljaz Bedene,Isak Arvidsson,20160711 0303,1.13,8.6,20160711 1050,1.14,8.2,20160711 1050,1.14,20160711 0303,8.6
20160711,Bastad,Roberto Carballes Baena,Michael Berrer,20160711 2351,1.33,4.1,20160712 1115,1.32,4.1,20160712 0558,1.38,20160712 1059,4.3
20160711,Bastad,Andrea Arnaboldi,Marco Trungelliti,20160711 1705,2.94,1.51,20160712 0903,2.92,1.52,20160711 2350,3.05,20160711 1957,1.59
20160711,Bastad,Evgeny Donskoy,Karen Khachanov,20160711 0832,2.52,1.66,20160711 1106,2.44,1.69,20160711 0832,2.52,20160711 0959,1.7
20160711,Bastad,Fernando Verdasco,Henri Laaksonen,20160712 0430,1.21,5.7,20160712 0430,1.21,5.7,20160712 0430,1.21,20160712 0430,5.7
20160711,Bastad,Albert Montanes,Elias Ymer,20160710 1643,2.0,2.0,20160712 1055,2.06,1.94,20160711 1920,2.14,20160712 1001,2.04
20160711,Bastad,Facundo Bagnis,Jurgen Zopp,20160711 0623,1.5,3.0,20160711 1540,1.41,3.45,20160711 0623,1.5,20160711 1535,3.55
20160711,Bastad,Taro Daniel,Horacio Zeballos,20160711 1450,2.84,1.54,20160712 1258,2.6,1.61,20160711 1450,2.84,20160712 1242,1.63
20160711,Bastad,Gastao Elias,Christian Lindell,20160711 2353,1.36,3.85,20160712 1230,1.41,3.4,20160712 0709,1.46,20160711 2353,3.85
20160711,Bastad,Carl Soderlund,Fred Simonsson,20160710 2251,1.38,3.45,20160712 1405,1.38,3.65,20160712 1048,1.43,20160711 2353,3.9
20160711,Hamburg,Martin Klizan,Pablo Cuevas,20160716 1954,3.7,1.37,20160717 1309,3.6,1.38,20160717 1221,3.95,20160717 1309,1.38
20160711,Hamburg,Pablo Cuevas,Renzo Olivo,20160715 2015,1.2,6.0,20160716 1309,1.14,8.4,20160715 2019,1.21,20160716 1156,9.0
20160711,Hamburg,Martin Klizan,Stephane Robert,20160715 2016,1.48,3.05,20160716 1517,1.53,2.88,20160716 1517,1.53,20160715 2016,3.05
20160711,Hamburg,Renzo Olivo,Philipp Kohlschreiber,20160714 0737,9.4,1.12,20160715 1342,10.0,1.11,20160715 1341,10.5,20160714 1840,1.13
20160711,Hamburg,Pablo Cuevas,Paul Henri Mathieu,20160714 1737,1.2,6.0,20160715 0911,1.22,5.5,20160715 0911,1.22,20160715 0837,6.4
20160711,Hamburg,Philipp Kohlschreiber,Nicolas Kicker,20160712 2030,1.11,10.0,20160713 1243,1.08,13.5,20160712 2302,1.12,20160713 1123,14.5
20160711,Hamburg,Renzo Olivo,Maximo Gonzalez,20160712 1846,2.44,1.7,20160713 0909,2.48,1.67,20160713 0522,2.78,20160712 1846,1.7
20160711,Hamburg,Pablo Cuevas,Thiago Monteiro,20160712 1705,1.21,5.7,20160713 1112,1.13,8.4,20160712 1705,1.21,20160713 1047,8.6
20160711,Hamburg,Martin Klizan,Louis Wessels,20160713 0415,1.08,13.5,20160714 1311,1.07,15.5,20160713 0415,1.08,20160714 1311,15.5
20160711,Hamburg,Philipp Kohlschreiber,Carlos Berlocq,20160710 2139,1.28,4.3,20160712 1139,1.2,5.8,20160710 2139,1.28,20160712 1139,5.8
20160711,Hamburg,Nicolas Kicker,Thomas Fabbiano,20160711 0118,1.7,2.44,20160711 1107,1.74,2.36,20160711 1058,1.74,20160711 0922,2.66
20160711,Hamburg,Renzo Olivo,Mikhail Youzhny,20160710 1747,2.72,1.59,20160712 0905,3.2,1.45,20160712 0726,3.2,20160710 1747,1.59
20160711,Hamburg,Maximo Gonzalez,Jeremy Chardy,20160710 1325,4.5,1.29,20160711 1327,4.5,1.3,20160711 0952,4.9,20160711 0427,1.33
20160711,Hamburg,Pablo Cuevas,Florian Mayer,20160710 2108,1.45,3.25,20160711 1053,1.35,3.8,20160710 2108,1.45,20160711 0900,3.95
20160711,Hamburg,Thiago Monteiro,Mischa Zverev,20160710 2151,2.16,1.87,20160711 1444,1.82,2.16,20160710 2231,2.18,20160711 1444,2.16
20160711,Hamburg,Nicolas Almagro,Jan Satral,20160710 2034,1.16,7.0,20160711 1239,1.19,6.2,20160711 1117,1.21,20160710 2034,7.0
20160711,Hamburg,Grega Zemlja,Marvin Moeller,20160710 1854,1.19,6.4,20160711 1100,1.16,7.4,20160710 1854,1.19,20160711 0546,7.8
20160711,Hamburg,Stephane Robert,Leonardo Mayer,20160710 0720,2.36,1.73,20160712 0907,2.8,1.56,20160712 0907,2.8,20160711 1453,1.76
20160711,Hamburg,Martin Klizan,Igor Sijsling,20160710 1858,1.49,3.05,20160712 0811,1.3,4.3,20160710 1858,1.49,20160712 0811,4.3
20160711,Hamburg,Louis Wessels,Steven Diez,20160711 1459,7.8,1.15,20160712 1409,11.0,1.1,20160712 0425,13.5,20160711 1459,1.15
20160711,Hamburg,Daniil Medvedev,Jan Lennard Struff,20160712 0425,3.4,1.5,20160712 1632,3.0,1.49,20160712 0425,3.4,20160712 0425,1.5
20160711,Newport,Ivo Karlovic,Gilles Muller,20160717 0918,1.99,2.0,20160717 1908,1.98,2.02,20160717 1131,2.0,20160717 1534,2.06
20160711,Newport,Gilles Muller,Donald Young,20160715 2303,1.51,2.96,20160716 1758,1.51,2.98,20160716 1230,1.65,20160716 1551,3.05
20160711,Newport,Ivo Karlovic,Marcos Baghdatis,20160715 2217,1.9,2.12,20160716 2009,1.91,2.08,20160716 1443,1.92,20160716 1900,2.2
20160711,Newport,Donald Young,Steve Johnson,20160714 2059,4.6,1.28,20160715 1706,4.2,1.3,20160715 1022,4.9,20160715 1104,1.31
20160711,Newport,Gilles Muller,Adrian Mannarino,20160715 0618,1.9,2.12,20160715 1818,1.75,2.32,20160715 0618,1.9,20160715 1206,2.32
20160711,Newport,Marcos Baghdatis,Dudi Sela,20160714 1221,1.39,3.55,20160714 2118,1.4,3.45,20160714 1446,1.42,20160714 1402,3.6
20160711,Newport,Ivo Karlovic,Marco Chiudinelli,20160714 0840,1.23,5.3,20160715 0636,1.18,6.8,20160714 0840,1.23,20160714 1201,7.8
20160711,Newport,Steve Johnson,Yuichi Sugita,20160713 1051,1.17,6.8,20160713 1842,1.14,8.0,20160713 1249,1.18,20160713 1842,8.0
20160711,Newport,Donald Young,Stefan Kozlov,20160713 0615,1.59,2.72,20160713 1846,1.62,2.62,20160713 0621,1.64,20160713 0615,2.72
